SourceFile,Author,BoundingBox,ColorMode,ContainerVersion,CreateDate,Creator,CreatorSubTool,CreatorTool,CreatorVersion,DateCreated,DerivedFromDocumentID,DerivedFromInstanceID,DerivedFromOriginalDocumentID,DerivedFromRenditionClass,Directory,DocChangeCount,DocumentID,Encryption,Error,ExifToolVersion,FileAccessDate,FileInodeChangeDate,FileModifyDate,FileName,FilePermissions,FileSize,FileType,FileTypeExtension,FontComposite,FontFace,FontFamily,FontFileName,FontName,FontType,FontVersion,For,Format,GTS_PDFXConformance,GTS_PDFXVersion,HasVisibleOverprint,HasVisibleTransparency,HasXFA,HistoryAction,HistoryChanged,HistoryInstanceID,HistoryParameters,HistorySoftwareAgent,HistoryWhen,InstanceID,Language,Linearized,MaxPageSizeH,MaxPageSizeUnit,MaxPageSizeW,MetadataDate,MIMEType,ModifyDate,NPages,OriginalDocumentID,PageCount,PageImage,PageImageFormat,PageImageHeight,PageImagePageNumber,PageImageWidth,PageLayout,PageMode,PDFVersion,PlateNames,Producer,RenditionClass,StartupProfile,Subject,SwatchColorantA,SwatchColorantB,SwatchColorantBlack,SwatchColorantBlue,SwatchColorantCyan,SwatchColorantGreen,SwatchColorantL,SwatchColorantMagenta,SwatchColorantMode,SwatchColorantRed,SwatchColorantSwatchName,SwatchColorantTint,SwatchColorantType,SwatchColorantYellow,SwatchGroupName,SwatchGroupType,TaggedPDF,ThumbnailFormat,ThumbnailHeight,ThumbnailImage,ThumbnailWidth,Title,Trapped,UserAccess,VersionID,Warning,XMPToolkit
Galaxy-S23-series-Defender-Installation-Guide.pdf,,,,,2023:02:07 11:09:17-07:00,Adobe InDesign 18.0 (Macintosh),,Adobe InDesign 18.0 (Macintosh),,,xmp.did:396d41be-1982-46b0-a206-d296f2578443,xmp.iid:f779041b-3b40-4122-bd8d-0ab18ad5da3e,xmp.did:c9029381-6b95-460e-8791-05507e876096,default,.,,xmp.id:8bf2294c-0ada-4501-9027-bd11be1c59dd,,,10.80,2024:04:18 13:12:05-04:00,2024:04:18 13:12:05-04:00,2024:04:18 13:12:05-04:00,Galaxy-S23-series-Defender-Installation-Guide.pdf,rw-r--r--,246 kB,PDF,pdf,,,,,,,,,application/pdf,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign 18.0 (Macintosh),2023:02:07 11:09:17-07:00,uuid:03afdf42-eb9f-a849-a08e-850a8718f43e,en-US,Yes,,,,2023:02:07 11:09:18-07:00,application/pdf,2023:02:07 11:09:18-07:00,,xmp.did:c9029381-6b95-460e-8791-05507e876096,2,,,,,,,,1.4,,Adobe PDF Library 17.0,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,"Adobe XMP Core 8.0-c001 79.328f76e, 2022/08/01-19:10:29        "
Hardhats_Steel-toed_Boots.PDF,,,,,2010:10:07 16:32:56-06:00,Adobe InDesign CS5 (7.0.2),,Adobe InDesign CS5 (7.0.2),,,xmp.did:DE17287B9B22681197A5C75D1617CB5F,xmp.iid:CD63C33A462068118083E923EDE23BB7,xmp.did:3380FBCD492168119D0DD7AE7AA30A27,default,.,932,xmp.did:8A351C55E02068118083E923EDE23BB7,,,10.80,2024:04:18 13:11:13-04:00,2024:04:18 13:11:13-04:00,2024:04:18 13:11:13-04:00,Hardhats_Steel-toed_Boots.PDF,rw-r--r--,1450 kB,PDF,pdf,,,,,,,,,application/pdf,,,,,,"created, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved, saved","/, /metadata, /, /, /metadata, /;/metadata, /, /, /, /, /, /, /metadata, /;/metadata, /metadata, /, /, /, /, /, /, /, /metadata, /, /, /, /, /, /, /, /, /metadata, /;/metadata, /, /metadata, /;/metadata, /, /, /, /, /;/metadata, /metadata, /metadata, /;/metadata, /;/metadata, /;/metadata, /;/metadata, /;/metadata","xmp.iid:3380FBCD492168119D0DD7AE7AA30A27, xmp.iid:1FD60FA86B2168119D0DD7AE7AA30A27, xmp.iid:20D60FA86B2168119D0DD7AE7AA30A27, xmp.iid:21D60FA86B2168119D0DD7AE7AA30A27, xmp.iid:22D60FA86B2168119D0DD7AE7AA30A27, xmp.iid:23D60FA86B2168119D0DD7AE7AA30A27, xmp.iid:24D60FA86B2168119D0DD7AE7AA30A27, xmp.iid:25D60FA86B2168119D0DD7AE7AA30A27, xmp.iid:EBC00725892168119D0DD7AE7AA30A27, xmp.iid:EEC00725892168119D0DD7AE7AA30A27, xmp.iid:2EEA5FC5022268119D0DD7AE7AA30A27, xmp.iid:2FEA5FC5022268119D0DD7AE7AA30A27, xmp.iid:F82E0A21542268119D0DD7AE7AA30A27, xmp.iid:F92E0A21542268119D0DD7AE7AA30A27, xmp.iid:FA2E0A21542268119D0DD7AE7AA30A27, xmp.iid:FB2E0A21542268119D0DD7AE7AA30A27, xmp.iid:FC2E0A21542268119D0DD7AE7AA30A27, xmp.iid:012F0A21542268119D0DD7AE7AA30A27, xmp.iid:0380117407206811994CB5F4CCEBF953, xmp.iid:0480117407206811994CB5F4CCEBF953, xmp.iid:0580117407206811994CB5F4CCEBF953, xmp.iid:0A80117407206811994CB5F4CCEBF953, xmp.iid:0B1878314B21681197A5C75D1617CB5F, xmp.iid:0C1878314B21681197A5C75D1617CB5F, xmp.iid:0D1878314B21681197A5C75D1617CB5F, xmp.iid:24AAAFFEF121681197A5C75D1617CB5F, xmp.iid:27AAAFFEF121681197A5C75D1617CB5F, xmp.iid:28AAAFFEF121681197A5C75D1617CB5F, xmp.iid:29AAAFFEF121681197A5C75D1617CB5F, xmp.iid:894987EB0F22681197A5C75D1617CB5F, xmp.iid:8A4987EB0F22681197A5C75D1617CB5F, xmp.iid:AEEA5FE21122681197A5C75D1617CB5F, xmp.iid:356B30107E22681197A5C75D1617CB5F, xmp.iid:366B30107E22681197A5C75D1617CB5F, xmp.iid:E2BA6C138122681197A5C75D1617CB5F, xmp.iid:DD17287B9B22681197A5C75D1617CB5F, xmp.iid:DE17287B9B22681197A5C75D1617CB5F, xmp.iid:DF17287B9B22681197A5C75D1617CB5F, xmp.iid:E017287B9B22681197A5C75D1617CB5F, xmp.iid:57F306DB0E2068118F62A853405F9F41, xmp.iid:58F306DB0E2068118F62A853405F9F41, xmp.iid:CB63C33A462068118083E923EDE23BB7, xmp.iid:CC63C33A462068118083E923EDE23BB7, xmp.iid:CD63C33A462068118083E923EDE23BB7, xmp.iid:8A351C55E02068118083E923EDE23BB7, xmp.iid:90351C55E02068118083E923EDE23BB7, xmp.iid:91351C55E02068118083E923EDE23BB7, xmp.iid:91D763548E2168118083E923EDE23BB7, xmp.iid:94D763548E2168118083E923EDE23BB7",,"Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 6.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0, Adobe InDesign 7.0","2010:06:21 14:31:20-06:00, 2010:06:22 09:21:49-06:00, 2010:06:22 09:21:49-06:00, 2010:06:22 09:42:25-06:00, 2010:06:22 10:10:17-06:00, 2010:06:22 10:13:16-06:00, 2010:06:22 10:13:16-06:00, 2010:06:22 10:49:36-06:00, 2010:06:22 10:52:28-06:00, 2010:06:23 11:09:31-06:00, 2010:06:23 16:33:31-06:00, 2010:06:23 16:47:23-06:00, 2010:06:24 14:05:03-06:00, 2010:06:24 14:05:17-06:00, 2010:06:24 14:05:17-06:00, 2010:06:24 14:06:52-06:00, 2010:06:24 14:06:52-06:00, 2010:06:24 14:58:05-06:00, 2010:06:25 07:26:15-06:00, 2010:06:25 07:32:19-06:00, 2010:06:25 07:32:28-06:00, 2010:06:25 10:23:39-06:00, 2010:07:01 13:42:14-06:00, 2010:07:01 13:44-06:00, 2010:07:01 13:44-06:00, 2010:07:06 15:24:25-06:00, 2010:07:07 07:13:43-06:00, 2010:07:07 07:16:19-06:00, 2010:07:07 07:18-06:00, 2010:07:07 07:33:52-06:00, 2010:07:07 07:35:21-06:00, 2010:07:07 07:36:07-06:00, 2010:07:08 10:12-06:00, 2010:07:08 10:12-06:00, 2010:07:08 12:45:59-06:00, 2010:07:08 15:56:23-06:00, 2010:07:08 15:56:23-06:00, 2010:07:08 15:57:10-06:00, 2010:07:08 15:58:26-06:00, 2010:09:02 08:32:16-06:00, 2010:09:02 08:37-06:00, 2010:10:05 10:36:57-06:00, 2010:10:05 10:36:57-06:00, 2010:10:05 10:37:49-06:00, 2010:10:05 10:37:49-06:00, 2010:10:05 10:45:15-06:00, 2010:10:05 10:46:50-06:00, 2010:10:07 13:26:59-06:00, 2010:10:07 16:32:02-06:00",uuid:322c79c5-7728-1c4b-96c1-64c5c8e36f44,,Yes,,,,2010:10:07 16:32:59-06:00,application/pdf,2010:10:07 16:32:59-06:00,,xmp.did:3380FBCD492168119D0DD7AE7AA30A27,1,(Binary data 11856 bytes),JPEG,256,1,256,,,1.4,,Adobe PDF Library 9.9,proof:pdf,,,,,,,,,,,,,,,,,,,Yes,,,,,,False,,,,"Adobe XMP Core 5.0-c060 61.134777, 2010/02/12-17:32:00        "
ikeGPS.pdf,,,,,,,,,,,,,,,.,,,,File is empty,10.80,2024:04:18 13:11:13-04:00,2024:04:18 13:11:13-04:00,2024:04:18 13:11:13-04:00,ikeGPS.pdf,rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iP5c-fre-user-manual-web.pdf,,,,,2013:10:01 17:13:44-07:00,Adobe InDesign CS6 (Macintosh),,Adobe InDesign CS6 (Macintosh),,,xmp.did:D836DC0986206811822ADCAE3151B30F,xmp.iid:AB0C441B88206811822ADCAE3151B30F,xmp.did:8E6778040F206811822AD6C3A649A31A,default,.,,xmp.id:AC0C441B88206811822ADCAE3151B30F,,,10.80,2024:04:18 13:11:54-04:00,2024:04:18 13:11:54-04:00,2024:04:18 13:11:54-04:00,iP5c-fre-user-manual-web.pdf,rw-r--r--,3.3 MB,PDF,pdf,,,,,,,,,application/pdf,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign CS6 (Macintosh),2013:10:01 17:13:44-07:00,uuid:9f5cb659-27aa-d245-ab02-7a0637189422,,Yes,,,,2013:10:01 17:13:55-07:00,application/pdf,2013:10:01 17:13:55-07:00,,xmp.did:8E6778040F206811822AD6C3A649A31A,11,,,,,,,,1.5,,Adobe PDF Library 10.0.1,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,"Adobe XMP Core 5.3-c011 66.145661, 2012/02/06-14:56:27        "
iP5c-nuud-user-manual-web.pdf,,,,,2013:11:08 13:46:11-08:00,Adobe InDesign CS6 (Macintosh),,Adobe InDesign CS6 (Macintosh),,,xmp.did:A0B3C7B519206811822AD53DF337BCBE,xmp.iid:8CEC3F3B1C2068118083C3D344538C6A,xmp.did:8E6778040F206811822AD6C3A649A31A,default,.,,xmp.id:018011740720681197A5F88CD8A625D2,,,10.80,2024:04:18 13:11:47-04:00,2024:04:18 13:11:48-04:00,2024:04:18 13:11:48-04:00,iP5c-nuud-user-manual-web.pdf,rw-r--r--,5.1 MB,PDF,pdf,,,,,,,,,application/pdf,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign CS6 (Macintosh),2013:11:08 13:46:12-08:00,uuid:0d475e9a-4e2d-d042-9971-0cbb3052191a,,Yes,,,,2013:11:08 13:46:47-08:00,application/pdf,2013:11:08 13:46:47-08:00,,xmp.did:8E6778040F206811822AD6C3A649A31A,13,,,,,,,,1.4,,Adobe PDF Library 10.0.1,proof:pdf,,,,,,,,,,,,,,,,,,,Yes,,,,,,False,,,,"Adobe XMP Core 5.3-c011 66.145661, 2012/02/06-14:56:27        "
iP5s-nuud-user-manual-web.pdf,,,,,2013:10:16 15:02:01-07:00,Adobe InDesign CS6 (Macintosh),,Adobe InDesign CS6 (Macintosh),,,xmp.did:70413EB074206811822AA294CB6A8D46,xmp.iid:6D04DEC73E206811822A9E95255D8754,xmp.did:8E6778040F206811822AD6C3A649A31A,default,.,,xmp.id:6E04DEC73E206811822A9E95255D8754,,,10.80,2024:04:18 13:11:52-04:00,2024:04:18 13:11:53-04:00,2024:04:18 13:11:53-04:00,iP5s-nuud-user-manual-web.pdf,rw-r--r--,4.3 MB,PDF,pdf,,,,,,,,,application/pdf,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign CS6 (Macintosh),2013:10:16 15:02:01-07:00,uuid:688263d3-6d25-634f-babc-befc9026e87d,,Yes,,,,2013:10:16 15:02:13-07:00,application/pdf,2013:10:16 15:02:13-07:00,,xmp.did:8E6778040F206811822AD6C3A649A31A,13,,,,,,,,1.5,,Adobe PDF Library 10.0.1,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,"Adobe XMP Core 5.3-c011 66.145661, 2012/02/06-14:56:27        "
iPad_Air_fre_Manual.pdf,,,,,2014:03:04 15:47:47-08:00,Adobe InDesign CS6 (Macintosh),,Adobe InDesign CS6 (Macintosh),,,xmp.did:D40AABAD25206811822A8D7229BD121C,xmp.iid:4A3A97FD2F206811822A8D7229BD121C,xmp.did:8E6778040F206811822AD6C3A649A31A,default,.,,xmp.id:D637C47108206811822AC78A1408F70F,,,10.80,2024:04:18 13:11:31-04:00,2024:04:18 13:11:31-04:00,2024:04:18 13:11:31-04:00,iPad_Air_fre_Manual.pdf,rw-r--r--,864 kB,PDF,pdf,,,,,,,,,application/pdf,PDF/X-1a:2001,PDF/X-1:2001,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign CS6 (Macintosh),2014:03:04 15:47:47-08:00,uuid:586b9486-752d-5e4d-b8ea-ee3f5ef821fb,,No,,,,2014:03:04 15:47:51-08:00,application/pdf,2014:03:04 15:47:51-08:00,,xmp.did:8E6778040F206811822AD6C3A649A31A,7,,,,,,,,1.3,,Adobe PDF Library 10.0.1,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,,iPad_Air_FRE_Manual_NA.indd,False,,1,,"Adobe XMP Core 5.3-c011 66.145661, 2012/02/06-14:56:27        "
iPad_Air_nuud_Manual.pdf,,,,,2014:03:04 15:46:50-08:00,Adobe InDesign CS6 (Macintosh),,Adobe InDesign CS6 (Macintosh),,,xmp.did:01426A0F24206811822A8D7229BD121C,xmp.iid:E5854D6724206811822A8D7229BD121C,xmp.did:8E6778040F206811822AD6C3A649A31A,default,.,,xmp.id:D537C47108206811822AC78A1408F70F,,,10.80,2024:04:18 13:11:21-04:00,2024:04:18 13:11:21-04:00,2024:04:18 13:11:21-04:00,iPad_Air_nuud_Manual.pdf,rw-r--r--,950 kB,PDF,pdf,,,,,,,,,application/pdf,PDF/X-1a:2001,PDF/X-1:2001,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign CS6 (Macintosh),2014:03:04 15:46:50-08:00,uuid:80f4aa3d-e6e6-dd4c-b11b-092de88d4c0b,,No,,,,2014:03:04 15:46:55-08:00,application/pdf,2014:03:04 15:46:55-08:00,,xmp.did:8E6778040F206811822AD6C3A649A31A,7,,,,,,,,1.3,,Adobe PDF Library 10.0.1,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,,iPad_AIR_nuud_Manual.indd,False,,1,,"Adobe XMP Core 5.3-c011 66.145661, 2012/02/06-14:56:27        "
iPad_mini_3_fre_manual.pdf,,,,,2014:03:13 11:18:12-07:00,Adobe InDesign CS6 (Macintosh),,Adobe InDesign CS6 (Macintosh),,,xmp.did:2BAA157407206811822AC546599C125D,xmp.iid:2BAA157407206811822AC546599C125D,xmp.did:8E6778040F206811822AD6C3A649A31A,default,.,,xmp.id:F887B09007206811822AC174AB9833A0,,,10.80,2024:04:18 13:11:23-04:00,2024:04:18 13:11:23-04:00,2024:04:18 13:11:23-04:00,iPad_mini_3_fre_manual.pdf,rw-r--r--,1119 kB,PDF,pdf,,,,,,,,,application/pdf,PDF/X-1a:2001,PDF/X-1:2001,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign CS6 (Macintosh),2014:03:13 11:18:12-07:00,uuid:01a7ee7f-34df-2b45-8be9-944e46f842bc,,No,,,,2014:03:13 11:18:17-07:00,application/pdf,2014:03:13 11:18:17-07:00,,xmp.did:8E6778040F206811822AD6C3A649A31A,9,,,,,,,,1.3,,Adobe PDF Library 10.0.1,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,,iPad_Mini_FRE_Retina_Manual_NA.indd,False,,1,,"Adobe XMP Core 5.3-c011 66.145661, 2012/02/06-14:56:27        "
iPadMini3_NUUD_ALL_LANG_MANUAL_Oct15.pdf,,,,,2015:10:05 14:48:30-06:00,Adobe InDesign CC 2014 (Macintosh),,Adobe InDesign CC 2014 (Macintosh),,,xmp.did:2a3daf2a-becd-4edc-b7c1-4ef5c1d3bac0,xmp.iid:8616ae42-45aa-46a2-ab8c-eef1e229aa5a,xmp.did:8E6778040F206811822AD6C3A649A31A,default,.,,xmp.id:4f34fd07-074b-485e-ae75-f4dbe4636b17,,,10.80,2024:04:18 13:11:30-04:00,2024:04:18 13:11:31-04:00,2024:04:18 13:11:31-04:00,iPadMini3_NUUD_ALL_LANG_MANUAL_Oct15.pdf,rw-r--r--,4.4 MB,PDF,pdf,,,,,,,,,application/pdf,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign CC 2014 (Macintosh),2015:10:05 14:48:30-06:00,uuid:47a7753c-bd63-7a4b-acd1-52f7ff7e083b,,Yes,,,,2015:10:05 14:48:39-06:00,application/pdf,2015:10:05 14:48:39-06:00,,xmp.did:8E6778040F206811822AD6C3A649A31A,37,,,,,,,,1.5,,Adobe PDF Library 11.0,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,"Adobe XMP Core 5.6-c014 79.156797, 2014/08/20-09:53:02        "
iphone14-Commuter_installation-guide.pdf,,,,,2023:03:16 10:50:30-06:00,Adobe InDesign 18.0 (Macintosh),,Adobe InDesign 18.0 (Macintosh),,,xmp.did:8ba42cbc-64b0-4d81-937f-e81d60bbd3bf,xmp.iid:f939aaeb-1dab-44d5-ab10-9db63a1cdce4,xmp.did:c9029381-6b95-460e-8791-05507e876096,default,.,,xmp.id:df9f7db0-a80a-40fb-82e3-0f3d99b51497,,,10.80,2024:04:18 13:12:03-04:00,2024:04:18 13:12:03-04:00,2024:04:18 13:12:03-04:00,iphone14-Commuter_installation-guide.pdf,rw-r--r--,163 kB,PDF,pdf,,,,,,,,,application/pdf,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign 18.0 (Macintosh),2023:03:16 10:50:30-06:00,uuid:c8021259-3c10-6c4e-a67e-408f4ca81bff,en-US,Yes,,,,2023:03:16 10:50:31-06:00,application/pdf,2023:03:16 10:50:31-06:00,,xmp.did:c9029381-6b95-460e-8791-05507e876096,1,,,,,,,,1.4,,Adobe PDF Library 17.0,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,"Adobe XMP Core 8.0-c001 79.328f76e, 2022/08/01-19:10:29        "
iPhone6-6s_FRE_ALL_LANG_MANUAL_Oct15.pdf,,,,,2015:10:05 14:47:13-06:00,Adobe InDesign CC 2014 (Macintosh),,Adobe InDesign CC 2014 (Macintosh),,,xmp.did:ed631f70-9f2d-4137-aeda-36d9b8fc2319,xmp.iid:0cf5fcc6-33f8-4069-945d-6d48d1b4d114,xmp.did:8E6778040F206811822AD6C3A649A31A,default,.,,xmp.id:e546fb66-0950-4838-8017-edd5046531b8,,,10.80,2024:04:18 13:11:38-04:00,2024:04:18 13:11:38-04:00,2024:04:18 13:11:38-04:00,iPhone6-6s_FRE_ALL_LANG_MANUAL_Oct15.pdf,rw-r--r--,1796 kB,PDF,pdf,,,,,,,,,application/pdf,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign CC 2014 (Macintosh),2015:10:05 14:47:13-06:00,uuid:e98331bc-e63b-7142-822b-f8203ea295bb,,Yes,,,,2015:10:05 14:47:17-06:00,application/pdf,2015:10:05 14:47:17-06:00,,xmp.did:8E6778040F206811822AD6C3A649A31A,38,,,,,,,,1.5,,Adobe PDF Library 11.0,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,"Adobe XMP Core 5.6-c014 79.156797, 2014/08/20-09:53:02        "
ipod-5g-user-manual-web.pdf,,,,,2013:07:12 10:56:51-07:00,Adobe InDesign CS6 (Macintosh),,Adobe InDesign CS6 (Macintosh),,,xmp.did:1DC8DF4028206811822AA05932D37291,xmp.iid:FA7F117407206811822AD6932455FED8,xmp.did:01801174072068118A6DB11844AE99CC,default,.,,xmp.id:8F78C55B3B216811822AFA0CB97BAA08,,,10.80,2024:04:18 13:11:51-04:00,2024:04:18 13:11:51-04:00,2024:04:18 13:11:51-04:00,ipod-5g-user-manual-web.pdf,rw-r--r--,932 kB,PDF,pdf,,,,,,,,,application/pdf,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign CS6 (Macintosh),2013:07:12 10:56:51-07:00,uuid:96b53f6d-e607-2044-8828-bbdc4aa1505a,,Yes,,,,2013:07:12 10:57:05-07:00,application/pdf,2013:07:12 10:57:05-07:00,,xmp.did:01801174072068118A6DB11844AE99CC,11,,,,,,,,1.4,,Adobe PDF Library 10.0.1,proof:pdf,,,,,,,,,,,,,,,,,,,Yes,,,,,,False,,,,"Adobe XMP Core 5.3-c011 66.145661, 2012/02/06-14:56:27        "
lifeactiv_usb_a_to_c_cable_manual.pdf,,,,,2018:01:10 11:20:11-08:00,Adobe InDesign CC 2017 (Macintosh),,Adobe InDesign CC 2017 (Macintosh),,,xmp.did:b24d2cd1-7c71-4623-be69-9ab8f7ecf0f0,xmp.iid:965ab673-1d4f-465f-94ff-c5c37686d47e,xmp.did:1ab4f043-7132-4bcd-8b43-6bc493842f7d,default,.,,xmp.id:db91e1fd-eec9-41fa-832f-9f6ab426a9c7,,,10.80,2024:04:18 13:11:24-04:00,2024:04:18 13:11:24-04:00,2024:04:18 13:11:24-04:00,lifeactiv_usb_a_to_c_cable_manual.pdf,rw-r--r--,616 kB,PDF,pdf,,,,,,,,,application/pdf,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign CC 2017 (Macintosh),2018:01:10 11:20:11-08:00,uuid:fc644e66-81ae-714e-a2ed-6c600fbafe38,en-US,Yes,,,,2018:01:10 11:20:19-08:00,application/pdf,2018:01:10 11:20:19-08:00,,xmp.did:1ab4f043-7132-4bcd-8b43-6bc493842f7d,11,,,,,,,,1.4,,Adobe PDF Library 15.0,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,"Adobe XMP Core 5.6-c138 79.159824, 2016/09/14-01:09:01        "
LifeProofPowerPackRegulatoryInformation_2018-12-13.pdf,,,,,2018:12:12 16:42:00-08:00,Adobe InDesign CC 13.1 (Macintosh),,Adobe InDesign CC 13.1 (Macintosh),,,,,,,.,,uuid:b2826334-9b65-214c-9da1-0cb60f6c33fa,,,10.80,2024:04:18 13:11:41-04:00,2024:04:18 13:11:41-04:00,2024:04:18 13:11:41-04:00,LifeProofPowerPackRegulatoryInformation_2018-12-13.pdf,rw-r--r--,870 kB,PDF,pdf,,,,,,,,,application/pdf,,,,,No,,,,,,,uuid:705c0637-5209-f74e-8413-2c3d3a133e55,,Yes,,,,2018:12:12 16:42-08:00,application/pdf,2018:12:12 16:42:00-08:00,,,21,,,,,,,,1.6,,Adobe PDF Library 15.0,,,,,,,,,,,,,,,,,,,,Yes,,,,,,False,,,,"Adobe XMP Core 5.6-c015 91.163280, 2018/06/22-11:31:03        "
LP_Galaxy_S5_fre_Manual_Americas.pdf,,,,,2014:03:25 19:17:20-07:00,Adobe InDesign CC (Macintosh),,Adobe InDesign CC (Macintosh),,,xmp.did:6DDDA80D322068118C148187CF9C0AF7,xmp.iid:fddcfa8a-5605-4e12-9041-ff66788ba800,xmp.did:8E6778040F206811822AD6C3A649A31A,default,.,,xmp.id:658cfc8c-8e24-49d4-a0db-17bc4638b443,,,10.80,2024:04:18 13:11:27-04:00,2024:04:18 13:11:27-04:00,2024:04:18 13:11:27-04:00,LP_Galaxy_S5_fre_Manual_Americas.pdf,rw-r--r--,926 kB,PDF,pdf,,,,,,,,,application/pdf,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign CC (Macintosh),2014:03:25 19:17:20-07:00,uuid:f1104103-df53-d643-8a5a-35071c765da8,,Yes,,,,2014:03:25 19:17:21-07:00,application/pdf,2014:03:25 19:17:21-07:00,,xmp.did:8E6778040F206811822AD6C3A649A31A,13,,,,,,,,1.4,,Adobe PDF Library 11.0,proof:pdf,,,,,,,,,,,,,,,,,,,Yes,,,,,,False,,,,"Adobe XMP Core 5.5-c021 79.154911, 2013/10/29-11:47:16        "
manual_for_lifeactiv_aux_cable.pdf,,,,,2018:01:10 11:12:41-08:00,Adobe InDesign CC 2017 (Macintosh),,Adobe InDesign CC 2017 (Macintosh),,,xmp.did:ca147ba6-ae8d-48fb-8cf8-e146319dc20c,xmp.iid:d5fcc2c7-04e9-493b-a636-cb31b10e4aff,xmp.did:1ab4f043-7132-4bcd-8b43-6bc493842f7d,default,.,,xmp.id:b6d11f1e-0646-492a-84f6-9e19e3836e40,,,10.80,2024:04:18 13:11:24-04:00,2024:04:18 13:11:24-04:00,2024:04:18 13:11:24-04:00,manual_for_lifeactiv_aux_cable.pdf,rw-r--r--,683 kB,PDF,pdf,,,,,,,,,application/pdf,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign CC 2017 (Macintosh),2018:01:10 11:12:41-08:00,uuid:e94e19c8-6504-e34d-9376-53ea4cd7a197,en-US,Yes,,,,2018:01:10 11:12:48-08:00,application/pdf,2018:01:10 11:12:48-08:00,,xmp.did:1ab4f043-7132-4bcd-8b43-6bc493842f7d,11,,,,,,,,1.4,,Adobe PDF Library 15.0,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,"Adobe XMP Core 5.6-c138 79.159824, 2016/09/14-01:09:01        "
