SourceFile,About,AggregationType,AnnotationUsageRights,AppleKeywords,Author,BlueMatrixColumn,BlueTRC,CMMFlags,ColorSpaceData,Comments,Company,Composite,ConnectionSpaceIlluminant,Copyright,CoverDate,CoverDisplayDate,Created,CreateDate,CreationDate,CreationDate--Text,Creator,CreatorTool,CrossmarkDomainExclusive,CrossMarkDomains,CrossMarkDomains_1_,CrossmarkMajorVersionDate,DerivedFromDocumentID,DerivedFromInstanceID,DerivedFromOriginalDocumentID,DerivedFromRenditionClass,DerivedFromVersionID,Description,Description-x-repair,DeviceAttributes,DeviceManufacturer,DeviceMfgDesc,DeviceModel,DeviceModelDesc,Directory,DocumentID,DOI,Encryption,EndingPage,EPSprocessor,ExifToolVersion,FaceName,FamilyName,FileAccessDate,FileInodeChangeDate,FileModifyDate,FileName,FilePermissions,FileSize,FileType,FileTypeExtension,FontType,Format,GrammarlyDocumentId,GrayTRC,GreenMatrixColumn,GreenTRC,HasXFA,HistoryAction,HistoryChanged,HistoryParameters,HistorySoftwareAgent,HistoryWhen,Identifier,IEEE_Article_ID,IEEE_Issue_ID,IEEE_Publication_ID,InstanceID,ISSN,Journal_article_version,Keywords,Language,LastSaved,Library,Linearized,LineCount,Luminance,LXLf8mgiRzeQnt6Gn92MncNNnt7-lt_neGogqOndqLy939zweOo9ePmMaOmdqPnM6Tma,MajorVersionDate,ManifestLinkForm,ManifestPlacedResolutionUnit,ManifestPlacedXResolution,ManifestPlacedYResolution,ManifestReferenceDocumentID,ManifestReferenceInstanceID,Marked,MeasurementBacking,MeasurementFlare,MeasurementGeometry,MeasurementIlluminant,MeasurementObserver,MediaBlackPoint,MediaWhitePoint,MetadataDate,MIMEEncoding,MIMEType,ModDate,ModifyDate,Newlines,Number,OriginalDocumentID,PageCount,PageLayout,PageMode,PageRange,PDFVersion,PostscriptName,PrimaryPlatform,Producer,ProfileBlob,ProfileClass,ProfileCMMType,ProfileConnectionSpace,ProfileCopyright,ProfileCreator,ProfileDateTime,ProfileDescription,ProfileFileSignature,ProfileID,ProfileVersion,PTEX_Fullbanner,PTEXFullbanner,PublicationName,Publisher,RedMatrixColumn,RedTRC,RenderingIntent,RenditionClass,Robots,Session0020Id,Session_Id,SigningAuthority,SigningDate,SlugChecksum,SlugFamily,SlugFontKind,SlugFontSense_12_Checksum,SlugFoundry,SlugOutlineFileSize,SlugPostScriptName,SlugVersion,SourceModified,StartingPage,State,Subject,TaggedPDF,Technology,ThumbnailFormat,ThumbnailHeight,ThumbnailImage,ThumbnailWidth,Title,Title-x-repair,Trapped,URL,UserAccess,Username,Version,VersionID,VersionString,ViewingCondDesc,ViewingCondIlluminant,ViewingCondIlluminantType,ViewingCondSurround,Volume,Warning,WordCount,XMPToolkit,XPressPrivate
GGC_finalsubmission.pdf,,,,,,,,,,,,,,,,,,Tue Dec 18 16:58:42 2007,,Tue Dec 18 16:58:42 2007,dvips(k) 5.96 Copyright 2007 Radical Eye Software,dvips(k) 5.96 Copyright 2007 Radical Eye Software,,,,,,,,,,,,,,,,,.,uuid:0e8131f5-7a08-4c32-8b6f-f42c4d343ba1,,,,,12.70,,,2024:04:16 13:07:26-04:00,2024:04:16 12:57:25-04:00,2024:04:16 12:57:25-04:00,GGC_finalsubmission.pdf,-rw-r--r--,221 kB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,uuid:f6b42d7d-0768-4576-ab1c-8ded3793c0c2,,,,,,,Yes,,,,,,,,,,,,,,,,,,,2007:12:18 17:02:06Z,,application/pdf,,2007:12:18 17:02:06Z,,,,37,,,,1.3,,,GNU Ghostscript 7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPR_submission-revised_v9.dvi,,,,,,,,,,,,,,,,3.1-702,
GNAV_Pro_Users_Guide_9_3.pdf,,,,,mseigfred,,,,,,,,,,,,,2017:02:08 08:45:46-05:00,,,mseigfred,PScript5.dll Version 5.2.2,,,,,,,,,,,,,,,,,.,uuid:c259d67c-d011-4509-93bb-ca0d57769460,,,,,12.70,,,2024:04:16 13:07:26-04:00,2024:04:16 12:58:09-04:00,2024:04:16 12:58:09-04:00,GNAV_Pro_Users_Guide_9_3.pdf,-rw-r--r--,627 kB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,uuid:bd98234c-8e9d-4291-a077-ad662038b03e,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,application/pdf,,2017:02:08 08:45:46-05:00,,,,14,,,,1.5,,,Acrobat Distiller 10.1.16 (Windows),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Word - GNAV_Pro_Users_Guide_9_3.docx,,,,,,,,,,,,,,,,"Adobe XMP Core 5.2-c001 63.139439, 2010/09/27-13:37:26        ",
greening.pdf,,,,,Iskandar Zulkarnain,,,,,,,,,,,,,2011:03:28 16:36:33-04:00,,,Iskandar Zulkarnain,Microsoft Word,,,,,,,,,,,,,,,,,.,uuid:0e215e77-8eb1-e849-94ec-9da43231071d,,,,,12.70,,,2024:04:16 13:07:26-04:00,2024:04:16 12:57:55-04:00,2024:04:16 12:57:55-04:00,greening.pdf,-rw-r--r--,2.1 MB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,uuid:6c1a3801-d9b6-a549-b025-c6805bf7cd7b,,,,,,,Yes,,,,,,,,,,,,,,,,,,,2011:03:28 16:36:39-04:00,,application/pdf,,2011:03:28 16:36:39-04:00,,,,21,,,,1.6,,,Mac OS X 10.6.7 Quartz PDFContext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Word - table of contents.doc,,,,,,,,,,,,,,,,"Adobe XMP Core 4.0-c316 44.253921, Sun Oct 01 2006 17:08:23",
GSK_Green_Chemistry_2011.pdf,,,,,,,,,,,,,,,,,,2011:03:08 12:48:40+05:30,,,,LaTeX with hyperref package,,,,,,,,,,,,,,,,,.,uuid:9b647529-1195-4e86-9dac-ed691fc07e12,,,,,12.70,,,2024:04:16 13:07:26-04:00,2024:04:16 12:57:43-04:00,2024:04:16 12:57:43-04:00,GSK_Green_Chemistry_2011.pdf,-rw-r--r--,2.2 MB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,uuid:48574634-7daa-4c4a-ad8c-a3c27ae301e1,,,,,,,No,,,,,,,,,,,,,,,,,,,,,application/pdf,,2011:03:08 12:48:40+05:30,,,,9,,UseNone,,1.3,,,Acrobat Distiller 7.0.5 for Macintosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1-701,
HazardousPharmaceuticals.pdf,,,,,"O'Brien, Heather",,,,,,,,,,,,,2014:10:02 16:05:10-04:00,,,"O'Brien, Heather",Microsoft® Word 2010,,,,,,,,,,,,,,,,,.,uuid:4b8d9f46-a2d3-4d5c-b84f-414b3ccc9704,,,,,12.70,,,2024:04:16 13:07:26-04:00,2024:04:16 12:58:11-04:00,2024:04:16 12:58:11-04:00,HazardousPharmaceuticals.pdf,-rw-r--r--,210 kB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,uuid:8f13e196-6095-41cf-87b1-c823477c04ac,,,,en-US,,,Yes,,,,,,,,,,,,,,,,,,,2014:11:11 12:34:18-05:00,,application/pdf,,2014:11:11 12:34:18-05:00,,,,1,,,,1.5,,,Microsoft® Word 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,"Adobe XMP Core 5.4-c005 78.147326, 2012/08/23-13:03:03        ",
HuJacobs_Cognition2021_inpress.pdf,,journal,,,Ruoyang Hu,,,,,,,,,© 2021 Elsevier B.V. All rights reserved.,2021:12:01,1 December 2021,,2021:08:31 22:57:15Z,,1st September 2021,"Ruoyang Hu, Robert A. Jacobs",Elsevier,true,"elsevier.com, sciencedirect.com",,2010-04-23,,,,,,"Cognition, 217 (2021) 104891. doi:10.1016/j.cognition.2021.104891",,,,,,,.,uuid:1b499bed-4ce8-4c0c-b682-0d58baae1cbe,10.1016/j.cognition.2021.104891,,,,12.70,,,2024:04:16 13:07:26-04:00,2024:04:16 12:57:42-04:00,2024:04:16 12:57:42-04:00,HuJacobs_Cognition2021_inpress.pdf,-rw-r--r--,1492 kB,PDF,pdf,,application/pdf,,,,,,,,,,,10.1016/j.cognition.2021.104891,,,,uuid:b6ed5266-03cb-4855-90c0-636283357f42,0010-0277,VoR,"Visual perception, Visual working memory, Semantic influence, Categorization",en,,,Yes,,,,2010-04-23,,,,,,,True,,,,,,,,2021:09:01 04:11:12,,application/pdf,,2021:09:01 04:11:12Z,,,,8,SinglePage,UseOutlines,104891,1.7,,,Acrobat Distiller 8.1.0 (Windows),,,,,,,,,,,,,,Cognition,Elsevier B.V.,,,,,noindex,,,,,,,,,,,,,,104891,,"Visual perception, Visual working memory, Semantic influence, Categorization",Yes,,,,,,Semantic influence on visual working memory of object identity and location,,,https://doi.org/10.1016/j.cognition.2021.104891,,,,,,,,,,217,,,XMP Core 5.1.2,
Hypertension_Papadakos_Franklin.pdf,,,,,,,,,,,,,,,,,,2015:10:02 19:31:34-04:00,,,,,,,,,,,,,,,,,,,,,.,uuid:1e8cf2ec-a6a3-c245-803e-4343d4e6aabc,,Standard V2.3 (128-bit),,,12.70,,,2024:04:16 13:07:26-04:00,2024:04:16 12:57:15-04:00,2024:04:16 12:57:15-04:00,Hypertension_Papadakos_Franklin.pdf,-rw-r--r--,82 kB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,uuid:7a94b01d-a2b0-9b4f-8ebf-5ad5db7115d1,,,,,,,Yes,,,,,,,,,,,,,,,,,,,2015:10:02 19:31:48-04:00,,application/pdf,,2015:10:02 19:31:48-04:00,,,,5,,,,1.6,,,Acrobat Distiller 9.5.2 (Macintosh),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,untitled,,,,"Print, Extract, Print high-res",,,,,,,,,,,,"Adobe XMP Core 4.2.1-c043 52.372728, 2009/01/18-15:56:37        ",
Issue_7_Gabrys.pdf,uuid:d523ed87-9d72-481f-b220-24302d4bb4a4,,,,,,,,,,,,,,,,,2006:05:03 16:25:49Z,,,,,,,,,,,,,,,,,,,,,.,uuid:7fe36dfe-1fe7-4df1-8c57-d108d6656b9f,,,,,12.70,,,2024:04:16 13:07:26-04:00,2024:04:16 12:57:26-04:00,2024:04:16 12:57:26-04:00,Issue_7_Gabrys.pdf,-rw-r--r--,102 kB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,2006:05:03 16:26:02-04:00,,application/pdf,,2006:05:03 16:26:02-04:00,,,,11,,UseOutlines,,1.5,,,Acrobat Web Capture 6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hobbs,,,,,,,,,,,,,,,,"XMP toolkit 2.9.1-13, framework 1.6",
issue9_sandilands.pdf,,,,,,,,,,,,,,,,,,2007:01:22 14:38:17-05:00,,,,,,,,,,,,,,,,,,,,,.,uuid:b54e4c4a-dbd2-4f73-b2e9-dbf451a16c52,,,,,12.70,,,2024:04:16 13:07:26-04:00,2024:04:16 12:57:28-04:00,2024:04:16 12:57:28-04:00,issue9_sandilands.pdf,-rw-r--r--,167 kB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,uuid:0ae30082-effe-4ac9-b387-f4cdc11e4360,,,,,,,Yes,,,,,,,,,,,,,,,,,,,2007:01:22 14:43:18-05:00,,application/pdf,,2007:01:22 14:43:18-05:00,,,,31,,UseOutlines,,1.6,,,Acrobat Web Capture 8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sandilands,,,,,,,,,,,,,,,,"Adobe XMP Core 4.0-c316 44.253921, Sun Oct 01 2006 17:08:23",
ivraddent.pdf,,,,,Margaret Kowaluk,,,,,,,,,,,,,2011:07:21 19:52:05Z,,,Margaret Kowaluk,Microsoft PowerPoint,,,,,,,,,,,,,,,,,.,uuid:02014b28-dc91-1141-bdf8-657e6d71e5b4,,Standard V4.4 (128-bit),,,12.70,,,2024:04:16 13:07:26-04:00,2024:04:16 12:57:40-04:00,2024:04:16 12:57:40-04:00,ivraddent.pdf,-rw-r--r--,8.0 MB,PDF,pdf,,application/pdf,,,,,No,,,,,,,,,,uuid:76b5efe8-d219-f647-bc75-846355f175c4,,,,,,,No,,,,,,,,,,,,,,,,,,,2012:01:09 13:08:20-05:00,,application/pdf,,2012:01:09 13:08:20-05:00,,,,28,,,,1.6,,,Adobe Mac PDF Plug-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IVRadDentistry.ppt,,,,"Print, Extract",,,,,,,,,,,,"Adobe XMP Core 4.2.1-c043 52.372728, 2009/01/18-15:56:37        ",
JM3801_01_Kapusta.pdf,,,,,,,,,,,,,,,,,,2021:03:02 09:11:29+05:30,,,Arbortext Advanced Print Publisher 9.0.114/W,Arbortext Advanced Print Publisher 9.0.114/W,,,,,,,,,,,,,,,,,.,uuid:eafa3b21-78c3-48b4-93cf-a8eff1028304,,,,,12.70,,,2024:04:16 13:07:26-04:00,2024:04:16 12:57:28-04:00,2024:04:16 12:57:28-04:00,JM3801_01_Kapusta.pdf,-rw-r--r--,408 kB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,uuid:36cd73b8-0221-4e33-b867-0b3c7785639c,,,,,,,No,,,,,,,,,,,,,,,,,,,2021:03:02 09:11:54+05:30,,application/pdf,,2021:03:02 09:11:54+05:30,,,,31,,,,1.4,,,Acrobat Distiller 10.0.0 (Windows),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JM3801_01_Kapusta 1..31,,,,,,,,,,,,,,,,XMP Core 5.1.2,
jobs.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,12.70,,,2024:04:16 13:07:26-04:00,2024:04:16 12:57:14-04:00,2024:04:16 12:57:14-04:00,jobs.pdf,-rw-r--r--,735 bytes,TXT,txt,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,us-ascii,text/plain,,,Unix LF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,
joyal-tierney.pdf,,,,,,,,,,,,,,,,,,2017:11:30 19:30:19-05:00,,,pdftk 2.02 - www.pdftk.com,,,,,,,,,,,,,,,,,,.,,,Standard V2.3 (128-bit),,,12.70,,,2024:04:16 13:07:26-04:00,2024:04:16 12:57:15-04:00,2024:04:16 12:57:15-04:00,joyal-tierney.pdf,-rw-r--r--,4.1 MB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,application/pdf,,2017:11:30 19:30:19-05:00,,,,50,,,,1.4,,,itext-paulo-155 (itextpdf.sf.net-lowagie.com),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Print, Copy, Annotate, Fill forms, Extract, Print high-res",,,,,,,,,,,,,
KantSyllabus.pdf,,,,,,,,,,,,,,,,,,2017:08:24 08:42:04-04:00,,,TeX,,,,,,,,,,,,,,,,,,.,,,,,,12.70,,,2024:04:16 13:07:26-04:00,2024:04:16 12:57:41-04:00,2024:04:16 12:57:41-04:00,KantSyllabus.pdf,-rw-r--r--,82 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,application/pdf,,2017:08:24 08:42:04-04:00,,,,8,,,,1.5,,,pdfTeX-1.40.18,,,,,,,,,,,,"This is pdfTeX, Version 3.14159265-2.6-1.40.18 (TeX Live 2017) kpathsea version 6.2.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
kapitza_paper_nocloning_s2022.pdf,,,,,,,,,,,,,,,,,,2022:04:19 15:40:39Z,,,LaTeX with hyperref,,,,,,,,,,,,,,,,,,.,,,,,,12.70,,,2024:04:16 13:07:26-04:00,2024:04:16 12:58:11-04:00,2024:04:16 12:58:11-04:00,kapitza_paper_nocloning_s2022.pdf,-rw-r--r--,186 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,application/pdf,,2022:04:19 15:40:39Z,,,,5,,UseOutlines,,1.5,,,pdfTeX-1.40.23,,,,,,,,,,,,"This is pdfTeX, Version 3.141592653-2.6-1.40.23 (TeX Live 2021) kpathsea version 6.3.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
kaprekar.pdf,,,,,,,,,,,,,,,,,,2019:12:16 15:58:12+05:30,,,dvips(k) 5.94a Copyright 2003 Radical Eye Software,dvips(k) 5.94a Copyright 2003 Radical Eye Software,,,,,,,,,,,,,,,,,.,uuid:d3641111-90f0-493e-95c1-266aa3b69437,,,,,12.70,,,2024:04:16 13:07:26-04:00,2024:04:16 12:58:12-04:00,2024:04:16 12:58:12-04:00,kaprekar.pdf,-rw-r--r--,147 kB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,uuid:f56debc9-560e-4546-86fd-e4b300df98b3,,,,,,,No,,,,,,,,,,,,,,,,,,,2019:12:16 15:58:29+05:30,,application/pdf,,2019:12:16 15:58:29+05:30,,,,10,,,,1.6,,,Acrobat Distiller 8.1.0 (Windows),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5-eknath.dvi,,,,,,,,,,,,,,,,"Adobe XMP Core 4.0-c316 44.253921, Sun Oct 01 2006 17:14:39",
khanson.pdf,,,,,Godfre Leung,,,,,,,,,,,,,2010:04:07 21:30:09-04:00,,,Preview,,,,,,,,,,,,,,,,,,.,,,,,,12.70,,,2024:04:16 13:07:26-04:00,2024:04:16 12:57:19-04:00,2024:04:16 12:57:19-04:00,khanson.pdf,-rw-r--r--,455 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,application/pdf,,2010:04:07 21:30:09-04:00,,,,19,,,,1.3,,,Mac OS X 10.4.11 Quartz PDFContext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IVC14.pdf,,,,,,,,,,,,,,,,,
kirilacoronaviruslectureseries.pdf,,,,,Scott Kirila,,,,,,,,,,,,,2020:06:25 14:46:27Z,,,Scott Kirila,LaTeX with Beamer class,,,,,,,,,,,,,,,,,.,uuid:f62c5d74-c3d4-3040-a29f-b12116bad0d3,,,,,12.70,,,2024:04:16 13:07:26-04:00,2024:04:16 12:57:35-04:00,2024:04:16 12:57:35-04:00,kirilacoronaviruslectureseries.pdf,-rw-r--r--,351 kB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,uuid:4b9b7f2f-5cb9-684b-a64b-a80b65944401,,,,,,,Yes,,,,,,,,,,,,,,,,,,,2020:06:26 08:10:29-04:00,,application/pdf,,2020:06:26 08:10:29-04:00,,,,30,,UseOutlines,,1.5,,,pdfTeX-1.40.20,,,,,,,,,,,,"This is pdfTeX, Version 3.14159265-2.6-1.40.20 (TeX Live 2019) kpathsea version 6.3.1","This is pdfTeX, Version 3.14159265-2.6-1.40.20 (TeX Live 2019) kpathsea version 6.3.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primes Which Are a Sum of Two Squares,,False,,,,,,,,,,,,,,"Adobe XMP Core 5.6-c016 91.163616, 2018/10/29-16:58:49        ",
Lab2IgorHelpManual.pdf,,,,,Frank Wolfs,,,,,,,,,,,,,2012:02:25 19:22:26Z,,,Word,,,,,,,,,,,,,,,,,,.,,,,,,12.70,,,2024:04:16 13:07:26-04:00,2024:04:16 12:58:08-04:00,2024:04:16 12:58:08-04:00,Lab2IgorHelpManual.pdf,-rw-r--r--,1012 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,application/pdf,,2012:02:25 19:22:26Z,,,,13,,,,1.4,,,Mac OS X 10.7.3 Quartz PDFContext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lab2 Igor Help Manual,,,,,,,,,,,,,,,,,
laddersafety.pdf,,,,,Gregory J. Devlin,,,,,,,,,,,,,2014:01:03 09:57:39-05:00,,,Microsoft® Office Word 2007,,,,,,,,,,,,,,,,,,.,,,,,,12.70,,,2024:04:16 13:07:26-04:00,2024:04:16 12:57:29-04:00,2024:04:16 12:57:29-04:00,laddersafety.pdf,-rw-r--r--,66 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,en-US,,,No,,,,,,,,,,,,,,,,,,,,,application/pdf,,2014:01:03 09:57:39-05:00,,,,1,,,,1.5,,,Microsoft® Office Word 2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
liang1997supernormal.pdf,,,,,,,,,,,,,,,,,,1997:10:06 11:56:00+04:00,1997:10:06 11:56:00+04:00,,,,,,,,,,,,,,,,,,,,.,,,,,,12.70,,,2024:04:16 13:07:26-04:00,2024:04:16 12:57:19-04:00,2024:04:16 12:57:19-04:00,liang1997supernormal.pdf,-rw-r--r--,2.2 MB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,2003:04:14 14:20:19-04:00,,application/pdf,2003:04:14 14:20:19-04:00,2003:04:14 14:20:19-04:00,,,,9,,,,1.2,,,Acrobat Distiller Daemon 2.1 for SunOS/Solaris (SPARC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lme.pdf,,,,,,,,,,,,,,,,,,2022:04:28 00:13:34Z,,,TeX,,,,,,,,,,,,,,,,,,.,,,,,,12.70,,,2024:04:16 13:07:26-04:00,2024:04:16 12:58:12-04:00,2024:04:16 12:58:12-04:00,lme.pdf,-rw-r--r--,192 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,application/pdf,,2022:04:28 00:13:34Z,,,,7,,,,1.5,,,pdfTeX-1.40.23,,,,,,,,,,,,"This is pdfTeX, Version 3.141592653-2.6-1.40.23 (TeX Live 2021) kpathsea version 6.3.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
LocalAreaMap_000.pdf,,,,,Larissa Sokoloff,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)","Not Embedded, Independent","RGB ",,"University of Rochester, Simon School",,0.9642 1 0.82491,,,,,2009:09:19 09:45:07-04:00,,,Larissa Sokoloff,Acrobat PDFMaker 8.1 for Word,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",Hewlett-Packard,IEC http://www.iec.ch,sRGB,IEC 61966-2.1 Default RGB colour space - sRGB,.,uuid:1a6da2c0-71d5-4a52-8297-491e925b65a6,,,,,12.70,,,2024:04:16 13:07:26-04:00,2024:04:16 12:57:35-04:00,2024:04:16 12:57:35-04:00,LocalAreaMap_000.pdf,-rw-r--r--,154 kB,PDF,pdf,,application/pdf,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,uuid:80d3aeae-c9c5-447c-8558-64019bcc2f67,,,,,,,Yes,,76.03647 80 87.12462,,,,,,,,,,0 0 0,0.999%,Unknown,D65,CIE 1931,0 0 0,0.95045 1 1.08905,2009:09:19 09:45:12-04:00,,application/pdf,,2009:09:19 09:45:12-04:00,,,,2,OneColumn,,,1.4,,Microsoft Corporation,Acrobat Distiller 8.1.0 (Windows),,Display Device Profile,Linotronic,"XYZ ",Copyright (c) 1998 Hewlett-Packard Company,Hewlett-Packard,1998:02:09 06:49:00,sRGB IEC61966-2.1,acsp,0,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",Perceptual,,,,,,,,,,,,,,,D:20090919134415,,,3,Yes,Cathode Ray Tube Display,,,,,,,,,,,,,,Reference Viewing Condition in IEC61966-2.1,19.6445 20.3718 16.8089,D50,3.92889 4.07439 3.36179,,,,"Adobe XMP Core 4.0-c316 44.253921, Sun Oct 01 2006 17:14:39",
mela.pdf,,,,,,,,,,,,,,,,,,2007:03:16 20:58:59-05:00,,,Microsoft Word: LaserWriter 8 8.7.1,Microsoft Word: LaserWriter 8 8.7.1,,,,,,,,,,,,,,,,,.,uuid:fed28eda-d42a-11db-8982-0003937e3442,,,,,12.70,,,2024:04:16 13:07:26-04:00,2024:04:16 12:57:18-04:00,2024:04:16 12:57:18-04:00,mela.pdf,-rw-r--r--,50 kB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,uuid:122dd08a-d42b-11db-8982-0003937e3442,,,,,,,Yes,,,,,,,,,,,,,,,,,,,2007:03:16 20:58:59-05:00,,application/pdf,,2007:03:16 20:58:59-05:00,,,,5,,,,1.6,,,Acrobat Distiller 7.0.5 for Macintosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Word - melakarta.notes.doc,,,,,,,,,,,,,,,,3.1-701,
mitra-thesis.pdf,uuid:bf46be81-f5fb-11d8-8ea9-000d932ee43e,,,,smitra,,,,,,,,,,,,,2004:05:13 17:15:36Z,,,smitra,PScript5.dll Version 5.2,,,,,,,,,,,,,,,,,.,uuid:6ea53f24-f5fb-11d8-8ea9-000d932ee43e,,Standard V2.3 (128-bit),,,12.70,,,2024:04:16 13:07:26-04:00,2024:04:16 12:57:51-04:00,2024:04:16 12:57:51-04:00,mitra-thesis.pdf,-rw-r--r--,4.7 MB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,2004:08:24 14:31:00-04:00,,application/pdf,,2004:08:24 14:31:00-04:00,,,,260,,,,1.5,,,Acrobat Distiller 5.0.5 (Windows),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Word - Soumya's Ph.D. thesis.doc,,,,"Print, Extract, Print high-res",,,,,,,,,,,,"XMP toolkit 2.9.1-13, framework 1.6",
modeling_human_intuitions_plos2019.pdf,,,,,"Christopher J. Bates, Ilker Yildirim, Joshua B. Tenenbaum, Peter Battaglia",,,,,,,,,,,,,2019:07:31 10:28:54+05:30,,,"Christopher J. Bates, Ilker Yildirim, Joshua B. Tenenbaum, Peter Battaglia",,false,www.ploscompbiol.org,,2019-08-01,,,,,,,,,,,,,.,,10.1371/journal.pcbi.1007210,,,PStill version 1.84.36,12.70,,,2024:04:16 13:07:26-04:00,2024:04:16 12:57:42-04:00,2024:04:16 12:57:42-04:00,modeling_human_intuitions_plos2019.pdf,-rw-r--r--,3.1 MB,PDF,pdf,,,,,,,,,,,,,doi:10.1371/journal.pcbi.1007210,,,,,,,,en,,,No,,,,2019-08-01,,,,,,,,,,,,,,,2019:07:31 10:29:04+05:30,,application/pdf,,2019:07:31 10:29:04+05:30,,,,29,,,,1.6,,,PDFlib+PDI 9.0.6 (C++/Win64); modified using iTextSharp™ 5.5.3 ©2000-2014 iText Group NV (AGPL-version),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modeling human intuitions about liquid flow with particle-based simulation,,,http://dx.doi.org/10.1371/journal.pcbi.1007210,,,,,,,,,,,,,Adobe XMP Core 5.1.0-jc003,
